SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SCIENTIFIC_NAME,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,JENKINS_SPGRPCD,JENKINS_SAPLING_ADJUSTMENT,SITETREE,SFTWD_HRDWD,WOODLAND,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,CARBON_RATIO_LIVE,DRYWT_TO_GREENWT_CONVERSION,CREATED_DATE,MODIFIED_DATE
43,Atlantic white-cedar,N,Chamaecyparis,thyoides,,,Chamaecyparis thyoides,CHTH2,9.0,24.0,,,2.0,16.0,59.0,1.0,0.63086,X,S,N,0.31,1.0,0.4,6.0,86.09677,16.0,100.325,7.0,11.6,21.0,1.0,0.84,0.71,0.45,0.45,0.521,0.475,1.879491546,2021-09-03 22:38:53,
6481,jointed sandmat,N,Chamaesyce,articulata,,,Chamaesyce articulata,CHAR8,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6482,koko,N,Chamaesyce,atrococca,,,Chamaesyce atrococca,CHAT2,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84,,H,N,0.48216,,0.48216,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6483,ekoko,N,Chamaesyce,celastroides,,,Chamaesyce celastroides,CHCE,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84031,,H,N,0.48216,26.0,0.48216,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
6492,Herbsts sandmat,N,Chamaesyce,herbstii,,,Chamaesyce herbstii,CHHE3,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84,,H,N,0.48216,,0.48216,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6493,kokomalei,N,Chamaesyce,kuwaleana,,,Chamaesyce kuwaleana,CHKU,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84,,H,N,0.48216,,0.48216,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6494,alpine sandmat,N,Chamaesyce,olowaluana,,,Chamaesyce olowaluana,CHOL3,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84,,H,N,0.48216,,0.48216,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6495,Koolau Range sandmat,N,Chamaesyce,rockii,,,Chamaesyce rockii,CHRO2,54.0,54.0,,54.0,3.0,37.0,,8.0,0.84,,H,N,0.48216,,0.48216,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6497,Napali coast papala,N,Charpentiera,densiflora,,,Charpentiera densiflora,CHDE3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.48,,0.48,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6498,ellipticleaf papala,N,Charpentiera,elliptica,,,Charpentiera elliptica,CHEL,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.48,,0.48,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6499,broadleaf papala,N,Charpentiera,obovata,,,Charpentiera obovata,CHOB2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.48,,0.48,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6500,Koolau Range papala,N,Charpentiera,ovata,,,Charpentiera ovata,CHOV2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.48,26.0,0.48,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
6504,Waianae Range papala,N,Charpentiera,tomentosa,,,Charpentiera tomentosa,CHTO3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.48,26.0,0.48,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
6517,alaweo,N,Chenopodium,oahuense,,,Chenopodium oahuense,CHOA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
6507,Domins club,N,Cheirodendron,dominii,,,Cheirodendron dominii,CHDO3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.47,,0.47,,,,,,15.32,26.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
6508,Fauries club,N,Cheirodendron,fauriei,,,Cheirodendron fauriei,CHFA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.47,,0.47,,,,,,15.32,26.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
6509,olapa,N,Cheirodendron,forbesii,,,Cheirodendron forbesii,CHFO4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.47,26.0,0.47,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.477,1.76,2021-09-03 22:38:54,
6510,lapalapa,N,Cheirodendron,platyphyllum,,,Cheirodendron platyphyllum,CHPL,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.47,26.0,0.47,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.477,1.76,2021-09-03 22:38:54,
6514,olapalapa,N,Cheirodendron,trigynum,,,Cheirodendron trigynum,CHTR2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.47,26.0,0.47,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.477,1.76,2021-09-03 22:38:54,
5462,desert willow,N,Chilopsis,linearis,,,Chilopsis linearis,CHLI2,55.0,55.0,,,3.0,37.0,220.0,8.0,0.84,,H,N,0.52,26.0,0.53,26.0,,,,,15.32,26.0,,,,,,,0.457,1.76,2021-09-03 22:38:53,
6519,hueso,N,Chionanthus,axilliflorus,,,Chionanthus axilliflorus,CHAX2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6520,bridgotree,N,Chionanthus,compactus,,,Chionanthus compactus,CHCO12,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6521,white rosewood,N,Chionanthus,domingensis,,,Chionanthus domingensis,CHDO4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6522,hueso prieto,N,Chionanthus,holdridgei,,,Chionanthus holdridgei,CHHO4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6523,cabra blanca,N,Chionanthus,ligustrinus,,,Chionanthus ligustrinus,CHLI6,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6524,Chinese fringetree,N,Chionanthus,retusus,,,Chionanthus retusus,CHRE9,55.0,55.0,,,3.0,37.0,146.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,,,,,,,0.474,1.758473594,2021-09-03 22:38:54,
6526,puntaj jayuya,N,Chione,seminervis,,,Chione seminervis,CHSE5,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6528,fatpork,N,Chione,venosa,,,Chione venosa,CHVE4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6529,african teak,N,Chlorophora,excelsa,,,Chlorophora excelsa,CHEX5,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6532,silk-floss tree,N,Chorisia,speciosa,,,Chorisia speciosa,CHSP13,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6535,icaco coco plum,N,Chrysobalanus,icaco,,,Chrysobalanus icaco,CHIC,54.0,54.0,54.0,,3.0,37.0,221.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,2.0,2021-09-03 22:38:54,
6539,bastard redwood,N,Chrysophyllum,argenteum,,,Chrysophyllum argenteum,CHAR6,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6541,star apple,N,Chrysophyllum,cainito,,,Chrysophyllum cainito,CHCA10,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.44,1.758473594,2021-09-03 22:38:54,
6542,satinleaf,N,Chrysophyllum,oliviforme,,,Chrysophyllum oliviforme,CHOL,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6543,camito de perro,N,Chrysophyllum,pauciflorum,,,Chrysophyllum pauciflorum,CHPA31,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6552,quinine,N,Cinchona,pubescens,,,Cinchona pubescens,CIPU,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.54,,0.54,,,,,,15.32,26.0,,,,,,,0.474,1.76,2021-09-03 22:38:54,
6554,cassia,N,Cinnamomum,aromaticum,,,Cinnamomum aromaticum,CIAR8,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6555,Padang cassia,N,Cinnamomum,burmannii,,,Cinnamomum burmannii,CIBU2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.46,26.0,0.46,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.477,1.76,2021-09-03 22:38:54,
858,camphortree,N,Cinnamomum,camphora,,,Cinnamomum camphora,CICA,43.0,47.0,54.0,54.0,3.0,37.0,227.0,8.0,0.93185,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
6557,ochod,Y,Cinnamomum,carolinense,,,Cinnamomum carolinense,CICA2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.47,26.0,0.47,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.477,1.76,2021-09-03 22:38:54,
6559,laurel avispillo,N,Cinnamomum,elongatum,,,Cinnamomum elongatum,CIEL2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6560,avispillo,N,Cinnamomum,montanum,,,Cinnamomum montanum,CIMO3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6561,ochod,Y,Cinnamomum,pedatinervium,,,Cinnamomum pedatinervium,CIPE6,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.932,,H,N,0.47,,0.47,,,,,,15.2,24.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
6562,matieu,N,Cinnamomum,sessilifolium,,,Cinnamomum sessilifolium,CISE2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.932,,H,N,0.47,,0.47,,,,,,15.2,24.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
6564,cinnamon,Y,Cinnamomum,verum,,,Cinnamomum verum,CIVE2,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6546,Chamissos manfern,N,Cibotium,chamissoi,,,Cibotium chamissoi,CICH,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.19,26.0,0.19,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.486,1.76,2021-09-03 22:38:54,
6547,hapuu,N,Cibotium,glaucum,,,Cibotium glaucum,CIGL,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.22,26.0,0.22,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.485,1.76,2021-09-03 22:38:54,
6548,hapuu li,N,Cibotium,menziesii,,,Cibotium menziesii,CIME8,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.21,26.0,0.21,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.486,1.76,2021-09-03 22:38:54,
6545,Hawaiian tree fern,N,Cibotium,x heleniae,,,Cibotium x heleniae,CIHE7,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84,,H,N,0.21,,0.21,,,,,,15.32,26.0,,,,,,,0.486,1.76,2021-09-03 22:38:54,2024-09-24 19:42:05
6565,juniper berry,N,Citharexylum,caudatum,,,Citharexylum caudatum,CICA8,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
859,Florida fiddlewood,N,Citharexylum,fruticosum,,,Citharexylum fruticosum,CIFR,43.0,47.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
6567,spiny fiddlewood,N,Citharexylum,spinosum,,,Citharexylum spinosum,CISP3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6569,threespike fiddlewood,N,Citharexylum,tristachyum,,,Citharexylum tristachyum,CITR7,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6572,Lime (Tipolo),N,Citrus,aurantifolia,,,Citrus aurantifolia,CIAU,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7,26.0,0.7,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.469,1.76,2021-09-03 22:38:54,
6578,"grapefruit, kahet magas",N,Citrus,grandis,,,Citrus grandis,CIGR,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.7,,0.7,,,,,,15.2,24.0,,,,,,,0.469,1.76,2021-09-03 22:38:54,
6579,limon china,N,Citrus,hystrix,,,Citrus hystrix,CIHY2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7,26.0,0.7,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.469,1.76,2021-09-03 22:38:54,
6580,"kahet, wild orange",N,Citrus,macroptera,,,Citrus macroptera,CIMA10,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.7,,0.7,,,,,,15.2,24.0,,,,,,,0.469,1.76,2021-09-03 22:38:54,
6581,Citrus maxima,N,Citrus,maxima,,,Citrus maxima,CIMA5,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6582,Citrus medica,N,Citrus,medica,,,Citrus medica,CIME3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6583,"calamondin, kingkang",N,Citrus,mitis,,,Citrus mitis,CIMI3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7,26.0,0.7,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.469,1.76,2021-09-03 22:38:54,
6584,Citrus reticulata,N,Citrus,reticulata,,,Citrus reticulata,CIRE3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6573,key lime,N,Citrus,x aurantiifolia,,,Citrus x aurantiifolia,CIAU7,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,2.0,2021-09-03 22:38:54,2024-09-24 19:42:05
6574,sour orange,N,Citrus,x aurantium,,,Citrus x aurantium,CIAU8,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,2024-09-24 19:42:05
6575,lemon,N,Citrus,x limon,,,Citrus x limon,CILI5,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,2024-09-24 19:42:05
6576,grapefruit,N,Citrus,x paradisi,,,Citrus x paradisi,CIPA3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,2024-09-24 19:42:05
6577,sweet orange,N,Citrus,x sinensis,,,Citrus x sinensis,CISI3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,2024-09-24 19:42:05
6593,Cleistanthus carolinianus,N,Cleistanthus,carolinianus,,,Cleistanthus carolinianus,CLCA18,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.58,26.0,0.58,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.473,1.76,2021-09-03 22:38:54,
6594,Cleistanthus insularis,N,Cleistanthus,insularis,,,Cleistanthus insularis,CLIN8,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.58,,0.58,,,,,,15.32,26.0,,,,,,,0.473,1.76,2021-09-03 22:38:54,
481,yellowwood,Y,Cladrastis,kentukea,,,Cladrastis kentukea,CLKE,43.0,47.0,,,4.0,25.0,221.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
6588,Claoxylon fallax,N,Claoxylon,fallax,,,Claoxylon fallax,CLFA6,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.35,,0.35,,,,,,15.32,26.0,,,,,,,0.481,1.76,2021-09-03 22:38:54,
6589,Claoxylon longiracemosum,N,Claoxylon,longiracemosum,,,Claoxylon longiracemosum,CLLO5,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.35,26.0,0.35,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.481,1.76,2021-09-03 22:38:54,
6590,mwesor,N,Claoxylon,marianum,,,Claoxylon marianum,CLMA25,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.35,26.0,0.35,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.481,1.76,2021-09-03 22:38:54,
6591,poola,N,Claoxylon,sandwicense,,,Claoxylon sandwicense,CLSA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.35,,0.35,,,,,,15.32,26.0,,,,,,,0.481,1.76,2021-09-03 22:38:54,
6597,oha wai nui,N,Clermontia,arborescens,,,Clermontia arborescens,CLAR4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6601,Kauai clermontia,N,Clermontia,clermontioides,,,Clermontia clermontioides,CLCL,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6604,Kohala Mountain clermontia,N,Clermontia,drepanomorpha,,,Clermontia drepanomorpha,CLDR2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6605,haha aiakamanu,N,Clermontia,fauriei,,,Clermontia fauriei,CLFA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6606,bog clermontia,N,Clermontia,grandiflora,,,Clermontia grandiflora,CLGR3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6610,oha kepau,N,Clermontia,hawaiiensis,,,Clermontia hawaiiensis,CLHA4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6611,forest clermontia,N,Clermontia,kakeana,,,Clermontia kakeana,CLKA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6612,Waipio Valley clermontia,N,Clermontia,kohalae,,,Clermontia kohalae,CLKO,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6613,hillside clermontia,N,Clermontia,lindseyana,,,Clermontia lindseyana,CLLI3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6614,Maui clermontia,N,Clermontia,micrantha,,,Clermontia micrantha,CLMI3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6615,Mauna Loa clermontia,N,Clermontia,montis-loa,,,Clermontia montis-loa,CLMO5,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6616,Oahu clermontia,N,Clermontia,oblongifolia,,,Clermontia oblongifolia,CLOB2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
6620,Wailai Pali clermontia,N,Clermontia,pallida,,,Clermontia pallida,CLPA6,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
